Country,Commodity,Year,Loss Percentage,Loss Quantity,Stage,Method,Reference
Kenya,Barley,2017,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2017,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2017,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2017,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2017,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2016,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2016,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2016,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2016,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2016,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2015,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2015,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2015,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2015,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2015,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2014,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2014,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2014,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2014,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2014,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2013,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2013,15.3,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2013,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2013,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2013,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2012,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2012,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2012,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2012,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2012,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2011,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2011,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2011,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2011,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2011,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2010,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2010,14.83,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2010,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2010,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2010,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2009,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2009,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2009,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2009,12.51,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2009,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2008,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2008,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2008,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2008,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2008,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2006,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2006,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2006,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2006,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2006,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2005,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2005,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2005,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2005,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2005,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2004,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2004,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2004,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2004,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2004,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2003,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2003,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2003,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2003,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2003,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2002,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2002,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2002,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2002,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2002,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2001,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2001,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2001,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2001,1,0,Transport,Modelled Estimates,N/A
Kenya,Barley,2001,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2000,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Barley,2000,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Barley,2000,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2000,3.5,0,Farm,Modelled Estimates,N/A
Kenya,Barley,2000,1,0,Transport,Modelled Estimates,N/A
Kenya,Beans - Dry,2007,7.4,0,Farm,Survey,"JLRabar (2010), characterization of maize producing households in machakos & makueni districts in kenya"
Kenya,Beans - Dry,2007,1.5,0,Farm,Survey,"JLRabar (2010), characterization of maize producing households in machakos & makueni districts in kenya"
Kenya,Cow peas - Dry,2007,4.5,0,Farm,Survey,"JLRabar (2010), characterization of maize producing households in machakos & makueni districts in kenya"
Kenya,Cow peas - Dry,2007,1.5,0,Farm,Survey,"JLRabar (2010), characterization of maize producing households in machakos & makueni districts in kenya"
Kenya,Dairy Products,2012,0.1,0,Processing,Expert Opinion,Hezekiah G. Muriuki & Joyce M. Kiio-Mutua
Kenya,Dairy Products,2012,0.1,0,Trader,Expert Opinion,Hezekiah G. Muriuki & Joyce M. Kiio-Mutua
Kenya,Dairy Products,2012,0.6,0,Wholesale,Expert Opinion,Hezekiah G. Muriuki & Joyce M. Kiio-Mutua
Kenya,Dairy Products,2012,0.2,0,Wholesale,Expert Opinion,Hezekiah G. Muriuki & Joyce M. Kiio-Mutua
Kenya,Dairy Products,2012,0.6,0,Wholesale,Expert Opinion,Hezekiah G. Muriuki & Joyce M. Kiio-Mutua
Kenya,Dairy Products,2012,6,0,Farm,Expert Opinion,Hezekiah G. Muriuki & Joyce M. Kiio-Mutua
Kenya,Maize,2020,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2020,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2020,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2020,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2020,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2020,2.54,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2020,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2019,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2019,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2019,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2019,2.54,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2019,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2019,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2019,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2018,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2018,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2018,2.54,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2018,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2018,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2018,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2018,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2017,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2017,2.54,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2017,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2017,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2017,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2017,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2017,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2016,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2016,2.54,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2016,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2016,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2016,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2016,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2016,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2015,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2015,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2015,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2015,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2015,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2015,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2015,2.54,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2014,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2014,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2014,2.54,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2014,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2014,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2014,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2014,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2013,5.08,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2013,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2013,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2013,15,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2013,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2013,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2013,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2013,3.5,0,Storage,Literature Review,"NA (2010), Different definitions of food waste with respect to the complexities of food supply chains (fscs)are discussed.an international literature review found a dearth of data on food waste & estimates var"
Kenya,Maize,2012,15.15,0,N/A,No Method Specified,Mutambuki & Ngatia
Kenya,Maize,2012,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2012,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2012,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2012,5.05,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2012,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2012,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2012,2.38,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2012,5.7,0,Storage,Case Study,N/A
Kenya,Maize,2012,9.35,0,Storage,Expert Opinion,N/A
Kenya,Maize,2012,4.45,0,Trader,Case Study,N/A
Kenya,Maize,2012,8.4,0,Farm,Case Study,N/A
Kenya,Maize,2012,6.65,0,Harvest,Expert Opinion,N/A
Kenya,Maize,2012,1,0,Storage,Case Study,N/A
Kenya,Maize,2012,0.35,0,Harvest,Case Study,N/A
Kenya,Maize,2012,3.5,0,Processing,Expert Opinion,N/A
Kenya,Maize,2012,3,0,Farm,Expert Opinion,N/A
Kenya,Maize,2012,3,0,Farm,Case Study,N/A
Kenya,Maize,2012,1.3,0,Farm,Case Study,N/A
Kenya,Maize,2012,0.04,0,Farm,Case Study,N/A
Kenya,Maize,2012,1.8,0,Farm,Expert Opinion,N/A
Kenya,Maize,2012,10.7,0,Trader,Case Study,N/A
Kenya,Maize,2012,3.7,0,Farm,Case Study,N/A
Kenya,Maize,2012,0.04,0,Farm,Case Study,N/A
Kenya,Maize,2012,0.9,0,Harvest,Case Study,N/A
Kenya,Maize,2012,1,0,Processing,Case Study,N/A
Kenya,Maize,2012,25,0,Storage,Literature Review,"NA (2013), addressing food losses"
Kenya,Maize,2012,1.6,0,Storage,Literature Review,"NA (2013), addressing food losses"
Kenya,Maize,2012,4,0,Storage,Literature Review,"NA (2013), addressing food losses"
Kenya,Maize,2012,6.3,0,Storage,Literature Review,"NA (2013), addressing food losses"
Kenya,Maize,2012,13,0,Storage,Literature Review,"NA (2013), addressing food losses"
Kenya,Maize,2012,0.5,0,Storage,Literature Review,"NA (2013), addressing food losses"
Kenya,Maize,2012,3,0,Storage,Literature Review,"NA (2013), addressing food losses"
Kenya,Maize,2012,2.45,0,Storage,Literature Review,"NA (2013), addressing food losses"
Kenya,Maize,2011,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2011,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2011,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2011,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2011,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2011,5.01,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2011,2.38,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2010,5.06,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2010,15,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2010,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2010,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2010,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2010,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2010,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2009,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2009,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2009,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2009,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2009,7.77,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2009,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2009,5.02,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2008,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2008,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2008,5.15,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2008,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2008,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2008,2.36,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2008,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2007,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2007,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2007,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2007,4.91,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2007,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2007,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2007,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2007,1.8,0,Farm,Survey,"JLRabar (2010), characterization of maize producing households in machakos & makueni districts in kenya"
Kenya,Maize,2007,1.1,0,Farm,Survey,"JLRabar (2010), characterization of maize producing households in machakos & makueni districts in kenya"
Kenya,Maize,2006,5.75,0,N/A,No Method Specified,Komen Mutoko Wanyama Rono & Mose
Kenya,Maize,2006,24.2,0,N/A,No Method Specified,Mutambuki & Ngatia
Kenya,Maize,2006,4.94,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2006,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2006,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2006,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2006,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2006,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2006,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2005,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2005,4.94,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2005,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2005,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2005,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2005,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2005,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2004,14.25,0,N/A,Expert Opinion,N/A
Kenya,Maize,2004,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2004,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2004,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2004,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2004,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2004,4.94,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2004,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2003,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2003,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2003,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2003,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2003,2.47,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2003,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2003,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2002,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2002,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2002,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2002,2.47,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2002,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2002,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2002,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2001,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2001,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2001,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Maize,2001,2.47,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2001,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2001,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2001,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2000,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Maize,2000,6.42,0,Harvest,Modelled Estimates,N/A
Kenya,Maize,2000,2.47,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2000,2.37,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2000,1.32,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2000,4,0,Farm,Modelled Estimates,N/A
Kenya,Maize,2000,1.65,0,Transport,Modelled Estimates,N/A
Kenya,Mangoes,2015,13,0,Whole supply chain,Survey,FSD
Kenya,Mangoes,2013,1.5,0,Export,Expert Opinion,USAID/Fintrac
Kenya,Mangoes,2013,20.5,0,Processing,Controlled Experiment,USAID/Fintrac
Kenya,Mangoes,2013,12,0,Processing,Expert Opinion,USAID/Fintrac
Kenya,Mangoes,2013,40,0,Farm,Expert Opinion,USAID/Fintrac
Kenya,Mangoes,2012,25,0 tons,Whole supply chain,Survey,MUCHIRI CAROLINE MUGURE; MSc Thesis_Caroline Muchiri.pdf
Kenya,Mangoes,2010,35,0,Farm,No Method Specified,MSABENI et al
Kenya,Mangoes,2010,25,188676 tonnes,Whole supply chain,Census,ABD
Kenya,Millet,2020,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2020,0.61,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2020,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2020,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2020,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Millet,2020,2.29,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2020,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2019,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2019,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2019,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2019,0.61,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2019,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Millet,2019,2.29,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2019,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2018,0.61,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2018,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2018,2.29,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2018,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2018,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2018,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Millet,2018,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2017,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2017,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Millet,2017,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2017,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2017,0.61,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2017,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2017,2.29,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2016,2.29,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2016,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2016,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2016,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Millet,2016,0.61,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2016,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2016,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2015,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2015,0.61,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2015,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2015,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2015,2.29,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2015,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Millet,2015,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2014,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2014,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Millet,2014,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2014,2.29,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2014,0.61,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2014,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2014,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2013,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Millet,2013,0.6,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2013,2.31,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2013,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2013,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2013,10.44,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2013,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2012,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2012,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2012,0.58,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2012,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Millet,2012,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2012,2.42,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2012,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2011,0.58,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2011,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2011,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2011,4.61,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2011,2.47,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2011,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Millet,2011,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2010,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Millet,2010,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2010,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2010,0.58,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2010,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2010,12.7,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2010,2.31,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2009,0.57,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2009,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2009,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Millet,2009,2.29,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2009,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2009,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2009,11.34,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2008,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2008,2.08,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2008,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2008,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2008,0.58,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2008,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2008,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Millet,2007,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2007,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2007,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2007,2.17,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2007,2.65,0,Storage,Modelled Estimates,N/A
Kenya,Millet,2007,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2007,0.69,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2006,2.5,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2006,2,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2006,3.5,0,Harvest,Modelled Estimates,N/A
Kenya,Millet,2006,2.29,0,Farm,Modelled Estimates,N/A
Kenya,Millet,2006,1,0,Transport,Modelled Estimates,N/A
Kenya,Millet,2006,2.65,0,Storage,Modelled Estimates,N/A
